NumeroDexpedient,CodiDistricte,NomDistricte,CodiBarri,NomBarri,CodiCarrer,NomCarrer,NumPostalCaption,DescripcioDiaSetmana,DiaSetmana,DescripcioTipusDia,NkAny,MesDeAny,NomMes,DiaDeMes,HoraDeDia,DescripcioTorn,DescripcioCausaVianant,NumeroDeMorts,NumeroDeLesionatsLleus,NumeroDeLesionatsGreus,NumeroDeVehiclesImplicats,CoordenadaUtmy,CoordenadaUtmx,DataNumeric,Data,CoordUTM,Lat,Lon,LatLonStr,LatLon,Pluja,DescripciTipusDia,MonumentProper,DistMonumentProper,creuaments,DescripciTipusAccident,DescripcioCausaMediata
2015S009023,9,Sant Andreu,59,el Bon Pastor,8400,Alfarràs,0013 0013,Divendres,Dv,Laboral,2015,11,Novembre,27,21,Tarda,No és causa del  vianant,0,1,0,1,"4587751,37","433679,04",20151127,27/11/2015,"433679,04/4587751,37",41.4385964034,2.2061352927,"41.4385964034, 2.2061352927","(41.4385964034, 2.2061352927)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2015S000086,9,Sant Andreu,59,el Bon Pastor,701355,La Barcelonesa,0007 0007,Dilluns,Dl,Laboral,2015,1,Gener,5,16,Tarda,No és causa del  vianant,0,3,0,2,"4587853,50","432895,54",20150105,05/01/2015,"432895,54/4587853,50",41.4394511584,2.19674630065,"41.4394511584, 2.19674630065","(41.4394511584, 2.19674630065)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S002395,9,Sant Andreu,59,el Bon Pastor,63850,Caracas,0002I0002I,Diumenge,Dg,Laboral,2015,3,Març,29,13,Matí,No és causa del  vianant,0,1,0,1,"4588075,23","433621,06",20150329,29/03/2015,"433621,06/4588075,23",41.441508516,2.20540575295,"41.441508516, 2.20540575295","(41.441508516, 2.20540575295)",False,Festiu,,2000.0,[],Atropellament,No hi ha causa mediata
2015S009900,9,Sant Andreu,59,el Bon Pastor,331700,Tàrrega,0078 0078,Dilluns,Dl,Laboral,2015,12,Desembre,28,11,Matí,No és causa del  vianant,0,2,0,2,"4587868,73","433926,55",20151228,28/12/2015,"433926,55/4587868,73",41.4396738335,2.20908489295,"41.4396738335, 2.20908489295","(41.4396738335, 2.20908489295)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S004887,9,Sant Andreu,59,el Bon Pastor,295709,Sant Adrià,0092 0092,Dijous,Dj,Laboral,2015,6,Juny,25,7,Matí,No és causa del  vianant,0,1,0,2,"4587648,27","433425,62",20150625,25/06/2015,"433425,62/4587648,27",41.4376468436,2.20311348463,"41.4376468436, 2.20311348463","(41.4376468436, 2.20311348463)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S006033,9,Sant Andreu,59,el Bon Pastor,318906,Santander,0075 0075,Dijous,Dj,Laboral,2015,8,Agost,6,11,Matí,No és causa del  vianant,0,1,0,3,"4587083,10","433626,59",20150806,06/08/2015,"433626,59/4587083,10",41.4325731703,2.2055809182,"41.4325731703, 2.2055809182","(41.4325731703, 2.2055809182)",False,Laboral,,2000.0,[],Xoc contra element estÓtic,No hi ha causa mediata
2015S006808,9,Sant Andreu,59,el Bon Pastor,128208,Foc Follet,0079 0079,Dimecres,Dc,Laboral,2015,9,Setembre,9,22,Nit,No és causa del  vianant,0,1,0,2,"4587517,72","433754,10",20150909,09/09/2015,"433754,10/4587517,72",41.4364981868,2.20705929664,"41.4364981868, 2.20705929664","(41.4364981868, 2.20705929664)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S008979,9,Sant Andreu,59,el Bon Pastor,318906,Santander,0130 0130,Divendres,Dv,Laboral,2015,11,Novembre,27,9,Matí,No és causa del  vianant,0,1,0,2,"4587524,38","433950,65",20151127,27/11/2015,"433950,65/4587524,38",41.4365743619,2.2094109897,"41.4365743619, 2.2094109897","(41.4365743619, 2.2094109897)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S005565,-1,Desconegut,-1,Desconegut,-1,Desconegut,Desconegut,Diumenge,Dg,Laboral,2015,7,Juliol,19,7,Matí,No és causa del  vianant,0,1,0,1,-1,-1,20150719,19/07/2015,-1/-1,-1.0,-1.0,"-1.0, -1.0","(-1.0, -1.0)",False,Festiu,,2000.0,,Xoc contra element estÓtic,No hi ha causa mediata
2015S002169,-1,Desconegut,-1,Desconegut,-1,Desconegut,Desconegut,Dissabte,Ds,Laboral,2015,3,Març,21,21,Tarda,No és causa del  vianant,0,0,0,1,-1,-1,20150321,21/03/2015,-1/-1,-1.0,-1.0,"-1.0, -1.0","(-1.0, -1.0)",True,Festiu,,2000.0,,Xoc contra element estÓtic,No hi ha causa mediata
2015S003045,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,0189 0189,Dimecres,Dc,Laboral,2015,4,Abril,22,19,Tarda,No és causa del  vianant,0,2,0,2,"4585274,89","432115,62",20150422,22/04/2015,"432115,62/4585274,89",41.4161609349,2.18770094116,"41.4161609349, 2.18770094116","(41.4161609349, 2.18770094116)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S000215,10,Sant Martí,64,el Camp de l'Arpa del Clot,283200,Ripollès,0065 0069,Diumenge,Dg,Laboral,2015,1,Gener,11,21,Tarda,No és causa del  vianant,0,1,0,2,"4585294,89","432013,22",20150111,11/01/2015,"432013,22/4585294,89",41.4163324115,2.18647350148,"41.4163324115, 2.18647350148","(41.4163324115, 2.18647350148)",False,Festiu,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S008919,10,Sant Martí,64,el Camp de l'Arpa del Clot,95506,Conca,0028 0028,Dimecres,Dc,Laboral,2015,11,Novembre,25,14,Tarda,No és causa del  vianant,0,1,0,2,"4585215,20","431576,37",20151125,25/11/2015,"431576,37/4585215,20",41.4155775926,2.1812556995,"41.4155775926, 2.1812556995","(41.4155775926, 2.1812556995)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S007288,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,0272 0274,Dimarts,Dm,Laboral,2015,9,Setembre,29,11,Matí,No és causa del  vianant,0,1,0,2,"4585145,28","431315,37",20150929,29/09/2015,"431315,37/4585145,28",41.4149255817,2.17814086858,"41.4149255817, 2.17814086858","(41.4149255817, 2.17814086858)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S000070,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,0314 0316,Dilluns,Dl,Laboral,2015,1,Gener,5,14,Tarda,No és causa del  vianant,0,1,0,2,"4585321,61","431494,99",20150105,05/01/2015,"431494,99/4585321,61",41.4165290583,2.18026996673,"41.4165290583, 2.18026996673","(41.4165290583, 2.18026996673)",False,Laboral,,2000.0,"[(41.41673, 2.18067), (41.41662, 2.18063), (41.4166, 2.18083)]",Abast,No hi ha causa mediata
2015S007329,10,Sant Martí,64,el Camp de l'Arpa del Clot,194406,Maragall,0052 0054,Dimecres,Dc,Laboral,2015,9,Setembre,30,18,Tarda,No és causa del  vianant,0,1,0,1,"4585434,72","431625,93",20150930,30/09/2015,"431625,93/4585434,72",41.4175589539,2.18182385433,"41.4175589539, 2.18182385433","(41.4175589539, 2.18182385433)",True,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2015S006533,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,0268 0268,Dilluns,Dl,Laboral,2015,8,Agost,31,7,Matí,No és causa del  vianant,0,1,0,3,"4585099,31","431268,10",20150831,31/08/2015,"431268,10/4585099,31",41.4145075042,2.17758052896,"41.4145075042, 2.17758052896","(41.4145075042, 2.17758052896)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S009821,10,Sant Martí,64,el Camp de l'Arpa del Clot,134801,Freser,0064 0064,Dijous,Dj,Laboral,2015,12,Desembre,24,15,Tarda,No és causa del  vianant,0,1,0,2,"4584964,87","431585,78",20151224,24/12/2015,"431585,78/4584964,87",41.4133237547,2.18139659572,"41.4133237547, 2.18139659572","(41.4133237547, 2.18139659572)",False,Laboral,,2000.0,"[(41.41299, 2.18105), (41.4133799, 2.18124)]",Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S004660,10,Sant Martí,64,el Camp de l'Arpa del Clot,289105,Rosselló,0555 0555,Dimecres,Dc,Laboral,2015,6,Juny,17,10,Matí,No és causa del  vianant,0,1,0,2,"4584895,32","431616,88",20150617,17/06/2015,"431616,88/4584895,32",41.4126999876,2.18177654424,"41.4126999876, 2.18177654424","(41.4126999876, 2.18177654424)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S003537,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0505 0513,Divendres,Dv,Laboral,2015,5,Maig,8,18,Tarda,No és causa del  vianant,0,1,0,2,"4584590,99","431675,12",20150508,08/05/2015,"431675,12/4584590,99",41.4099639396,2.18250769962,"41.4099639396, 2.18250769962","(41.4099639396, 2.18250769962)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S004581,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0518 0518,Dissabte,Ds,Laboral,2015,6,Juny,13,22,Nit,No és causa del  vianant,0,2,0,2,"4584558,04","431675,33",20150613,13/06/2015,"431675,33/4584558,04",41.4096671874,2.18251393243,"41.4096671874, 2.18251393243","(41.4096671874, 2.18251393243)",False,Festiu,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S005717,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,0563 0563,Divendres,Dv,Laboral,2015,7,Juliol,24,17,Tarda,No és causa del  vianant,0,3,0,2,"4584545,45","431816,61",20150724,24/07/2015,"431816,61/4584545,45",41.4095657903,2.18420556333,"41.4095657903, 2.18420556333","(41.4095657903, 2.18420556333)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S000272,10,Sant Martí,64,el Camp de l'Arpa del Clot,286300,Rogent,0060 0062,Dimarts,Dm,Laboral,2015,1,Gener,13,17,Tarda,Altres,0,1,0,1,"4584765,38","431900,75",20150113,13/01/2015,"431900,75/4584765,38",41.4115537629,2.18518742455,"41.4115537629, 2.18518742455","(41.4115537629, 2.18518742455)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2015S001788,10,Sant Martí,64,el Camp de l'Arpa del Clot,92701,Corunya,0021 0021,Diumenge,Dg,Laboral,2015,3,Març,8,6,Matí,No és causa del  vianant,0,1,0,2,"4584567,82","432003,94",20150308,08/03/2015,"432003,94/4584567,82",41.4097831389,2.18644418172,"41.4097831389, 2.18644418172","(41.4097831389, 2.18644418172)",False,Festiu,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S009135,10,Sant Martí,64,el Camp de l'Arpa del Clot,105304,Dos de Maig,0210 0212,Dimarts,Dm,Laboral,2015,12,Desembre,1,20,Tarda,No és causa del  vianant,0,2,0,3,"4584379,58","431833,05",20151201,01/12/2015,"431833,05/4584379,58",41.4080732462,2.1844209286,"41.4080732462, 2.1844209286","(41.4080732462, 2.1844209286)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S001791,10,Sant Martí,64,el Camp de l'Arpa del Clot,217104,Muntanya,0104 0104,Diumenge,Dg,Laboral,2015,3,Març,8,14,Tarda,No és causa del  vianant,0,1,0,2,"4585139,86","431773,67",20150308,08/03/2015,"431773,67/4585139,86",41.4149158049,2.18362482102,"41.4149158049, 2.18362482102","(41.4149158049, 2.18362482102)",False,Festiu,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S001514,10,Sant Martí,64,el Camp de l'Arpa del Clot,134801,Freser,0098 0098,Dijous,Dj,Laboral,2015,2,Febrer,26,21,Tarda,No és causa del  vianant,0,1,0,2,"4585075,78","431636,75",20150226,26/02/2015,"431636,75/4585075,78",41.4143270217,2.18199387978,"41.4143270217, 2.18199387978","(41.4143270217, 2.18199387978)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S002841,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0577 0577,Dijous,Dj,Laboral,2015,4,Abril,16,18,Tarda,Creuar per fora pas de vianants,0,1,0,1,"4584890,07","431979,96",20150416,16/04/2015,"431979,96/4584890,07",41.4126835136,2.18612106849,"41.4126835136, 2.18612106849","(41.4126835136, 2.18612106849)",True,Laboral,,2000.0,"[(41.41239, 2.18637), (41.41252, 2.18634), (41.41267, 2.18603), (41.4128, 2.18577)]",Atropellament,No hi ha causa mediata
2015S002610,10,Sant Martí,65,el Clot,153205,Guipúscoa,0016 0016,Dimecres,Dc,Laboral,2015,4,Abril,8,19,Tarda,No és causa del  vianant,0,2,0,2,"4585166,49","432690,49",20150408,08/04/2015,"432690,49/4585166,49",41.4152329662,2.19459119659,"41.4152329662, 2.19459119659","(41.4152329662, 2.19459119659)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S001919,10,Sant Martí,65,el Clot,169409,Corts Catalanes,0857 0857,Divendres,Dv,Laboral,2015,3,Març,13,9,Matí,No és causa del  vianant,0,1,0,3,"4584433,72","432471,87",20150313,13/03/2015,"432471,87/4584433,72",41.4086147894,2.19205727595,"41.4086147894, 2.19205727595","(41.4086147894, 2.19205727595)",False,Laboral,,2000.0,[],Abast multiple,No hi ha causa mediata
2015S003861,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0601 0601,Dimarts,Dm,Laboral,2015,5,Maig,19,18,Tarda,No és causa del  vianant,0,1,0,1,"4584976,32","432068,06",20150519,19/05/2015,"432068,06/4584976,32",41.4134677914,2.18716542374,"41.4134677914, 2.18716542374","(41.4134677914, 2.18716542374)",True,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S007038,10,Sant Martí,65,el Clot,350308,València,0636 0638,Dissabte,Ds,Laboral,2015,9,Setembre,19,9,Matí,No és causa del  vianant,0,1,0,2,"4584944,41","432258,12",20150919,19/09/2015,"432258,12/4584944,41",41.4131964308,2.18944292698,"41.4131964308, 2.18944292698","(41.4131964308, 2.18944292698)",False,Festiu,,2000.0,[],Caiguda interior vehicle,No hi ha causa mediata
2015S002695,10,Sant Martí,65,el Clot,350308,València,0640 0644,Dissabte,Ds,Laboral,2015,4,Abril,11,14,Tarda,No és causa del  vianant,0,1,0,2,"4584952,81","432266,66",20150411,11/04/2015,"432266,66/4584952,81",41.4132728068,2.18954416108,"41.4132728068, 2.18954416108","(41.4132728068, 2.18954416108)",False,Festiu,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S005014,10,Sant Martí,65,el Clot,115603,Espronceda,0287 0291,Dilluns,Dl,Laboral,2015,6,Juny,29,20,Tarda,No és causa del  vianant,0,1,0,2,"4585214,20","432663,12",20150629,29/06/2015,"432663,12/4585214,20",41.4156603827,2.19425841437,"41.4156603827, 2.19425841437","(41.4156603827, 2.19425841437)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S002323,10,Sant Martí,65,el Clot,350308,València,0671 0671,Dijous,Dj,Laboral,2015,3,Març,26,22,Nit,No és causa del  vianant,0,0,0,2,"4585102,37","432385,75",20150326,26/03/2015,"432385,75/4585102,37",41.4146298753,2.19095226803,"41.4146298753, 2.19095226803","(41.4146298753, 2.19095226803)",True,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S003357,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,0070 0074,Diumenge,Dg,Laboral,2015,5,Maig,3,12,Matí,No és causa del  vianant,0,2,0,1,"4585534,20","433066,85",20150503,03/05/2015,"433066,85/4585534,20",41.4185762559,2.19905351548,"41.4185762559, 2.19905351548","(41.4185762559, 2.19905351548)",False,Festiu,,2000.0,[],Altres,No hi ha causa mediata
2015S003342,10,Sant Martí,65,el Clot,18505,Aragó,0560 0560,Dissabte,Ds,Laboral,2015,5,Maig,2,11,Matí,No és causa del  vianant,0,0,0,2,"4584467,51","431964,93",20150502,02/05/2015,"431964,93/4584467,51",41.4088763773,2.18598875992,"41.4088763773, 2.18598875992","(41.4088763773, 2.18598875992)",False,Festiu,,2000.0,"[(41.4089, 2.18579)]",Col.lisi¾ lateral,No hi ha causa mediata
2015S007241,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,0017 0017,Diumenge,Dg,Laboral,2015,9,Setembre,27,13,Matí,No és causa del  vianant,0,1,0,2,"4585234,66","432700,29",20150927,27/09/2015,"432700,29/4585234,66",41.4158477734,2.19470086589,"41.4158477734, 2.19470086589","(41.4158477734, 2.19470086589)",False,Festiu,,2000.0,"[(41.4162899, 2.19471)]",Abast,No hi ha causa mediata
2015S006390,10,Sant Martí,65,el Clot,161101,Independència,0241 0241,Dilluns,Dl,Laboral,2015,8,Agost,24,14,Tarda,No és causa del  vianant,0,1,0,2,"4584333,58","432029,80",20150824,24/08/2015,"432029,80/4584333,58",41.4076755995,2.18677987013,"41.4076755995, 2.18677987013","(41.4076755995, 2.18677987013)",False,Laboral,,2000.0,"[(41.40728, 2.18705), (41.40728, 2.18705), (41.40728, 2.18705), (41.40728, 2.18705)]",Abast,No hi ha causa mediata
2015S002198,10,Sant Martí,65,el Clot,169409,Corts Catalanes,0823 0823,Dilluns,Dl,Laboral,2015,3,Març,23,11,Matí,No és causa del  vianant,0,1,0,2,"4584197,87","432229,70",20150323,23/03/2015,"432229,70/4584197,87",41.4064701789,2.1891865132,"41.4064701789, 2.1891865132","(41.4064701789, 2.1891865132)",True,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S004812,10,Sant Martí,65,el Clot,1604,Sèquia Comtal,0016 0016,Dilluns,Dl,Laboral,2015,6,Juny,22,8,Matí,Desobeir el senyal del semàfor,0,1,0,1,"4584619,76","432170,35",20150622,22/06/2015,"432170,35/4584619,76",41.4102650068,2.18842922172,"41.4102650068, 2.18842922172","(41.4102650068, 2.18842922172)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2015S004744,10,Sant Martí,65,el Clot,1604,Sèquia Comtal,0019 0021,Divendres,Dv,Laboral,2015,6,Juny,19,14,Tarda,No és causa del  vianant,0,1,0,2,"4584600,32","432165,69",20150619,19/06/2015,"432165,69/4584600,32",41.4100895235,2.18837565024,"41.4100895235, 2.18837565024","(41.4100895235, 2.18837565024)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S008178,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,0101 0101,Divendres,Dv,Laboral,2015,10,Octubre,30,19,Tarda,No és causa del  vianant,0,1,0,2,"4585852,81","433333,70",20151030,30/10/2015,"433333,70/4585852,81",41.4214680663,2.20221132264,"41.4214680663, 2.20221132264","(41.4214680663, 2.20221132264)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S002759,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,0018 0022,Dimarts,Dm,Laboral,2015,4,Abril,14,10,Matí,No és causa del  vianant,0,1,0,2,"4585208,56","432734,53",20150414,14/04/2015,"432734,53/4585208,56",41.4156155654,2.19511344047,"41.4156155654, 2.19511344047","(41.4156155654, 2.19511344047)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S004855,10,Sant Martí,73,la Verneda i la Pau,195409,Maresme,0262X0262X,Dimarts,Dm,Laboral,2015,6,Juny,23,13,Matí,No és causa del  vianant,0,1,0,2,"4586050,42","433522,55",20150623,23/06/2015,"433522,55/4586050,42",41.4232635293,2.20444933866,"41.4232635293, 2.20444933866","(41.4232635293, 2.20444933866)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S005983,10,Sant Martí,73,la Verneda i la Pau,158504,Huelva,0117 0117,Dimarts,Dm,Laboral,2015,8,Agost,4,11,Matí,Desobeir el senyal del semàfor,0,1,0,1,"4585991,09","433289,42",20150804,04/08/2015,"433289,42/4585991,09",41.4227098375,2.20166622369,"41.4227098375, 2.20166622369","(41.4227098375, 2.20166622369)",True,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2015S003192,10,Sant Martí,73,la Verneda i la Pau,270107,Puigcerdà,0259 0263,Dimarts,Dm,Laboral,2015,4,Abril,28,8,Matí,No és causa del  vianant,0,1,0,2,"4585972,30","433425,19",20150428,28/04/2015,"433425,19/4585972,30",41.4225518636,2.20329291796,"41.4225518636, 2.20329291796","(41.4225518636, 2.20329291796)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S007346,10,Sant Martí,73,la Verneda i la Pau,208205,Menorca,0055 0055,Dimecres,Dc,Laboral,2015,9,Setembre,30,20,Tarda,No és causa del  vianant,0,1,0,2,"4586227,86","433396,53",20150930,30/09/2015,"433396,53/4586227,86",41.4248512406,2.20292182417,"41.4248512406, 2.20292182417","(41.4248512406, 2.20292182417)",True,Laboral,,2000.0,[],Altres,No hi ha causa mediata
2015S003876,10,Sant Martí,73,la Verneda i la Pau,266405,Prim,0219 0219,Dimecres,Dc,Laboral,2015,5,Maig,13,12,Matí,No és causa del  vianant,0,1,0,2,"4586495,34","433238,47",20150513,13/05/2015,"433238,47/4586495,34",41.427247231,2.20100087954,"41.427247231, 2.20100087954","(41.427247231, 2.20100087954)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S000135,10,Sant Martí,73,la Verneda i la Pau,15201,Andrade,0220 0220,Dijous,Dj,Laboral,2015,1,Gener,8,10,Matí,No és causa del  vianant,0,1,0,3,"4585737,92","433644,95",20150108,08/01/2015,"433644,95/4585737,92",41.4204590511,2.20594828086,"41.4204590511, 2.20594828086","(41.4204590511, 2.20594828086)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S001166,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,0075 0075,Diumenge,Dg,Laboral,2015,2,Febrer,15,15,Tarda,No és causa del  vianant,0,1,0,1,"4585668,87","433143,08",20150215,15/02/2015,"433143,08/4585668,87",41.4197955347,2.19995073987,"41.4197955347, 2.19995073987","(41.4197955347, 2.19995073987)",False,Festiu,,2000.0,[],Atropellament,No hi ha causa mediata
2015S007709,10,Sant Martí,72,Sant Martí de Provençals,3406,Agricultura,0260 0260,Dimecres,Dc,Laboral,2015,10,Octubre,14,12,Matí,No és causa del  vianant,0,1,0,1,"4585756,57","433302,68",20151014,14/10/2015,"433302,68/4585756,57",41.4205986868,2.20185075792,"41.4205986868, 2.20185075792","(41.4205986868, 2.20185075792)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S003659,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa,0146 0148,Dimecres,Dc,Laboral,2015,5,Maig,13,18,Tarda,Desobeir el senyal del semàfor,0,1,0,1,"4586091,31","433636,23",20150513,13/05/2015,"433636,23/4586091,31",41.423641212,2.20580515992,"41.423641212, 2.20580515992","(41.423641212, 2.20580515992)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2015S006503,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,0106 0106,Dissabte,Ds,Laboral,2015,8,Agost,29,11,Matí,No és causa del  vianant,0,4,0,2,"4585827,78","433367,40",20150829,29/08/2015,"433367,40/4585827,78",41.4212454241,2.20261732739,"41.4212454241, 2.20261732739","(41.4212454241, 2.20261732739)",False,Festiu,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S008736,10,Sant Martí,73,la Verneda i la Pau,318906,Santander,0050 0056,Dijous,Dj,Laboral,2015,11,Novembre,19,12,Matí,No és causa del  vianant,0,1,0,2,"4586759,75","433476,36",20151119,19/11/2015,"433476,36/4586759,75",41.4296484273,2.20381857728,"41.4296484273, 2.20381857728","(41.4296484273, 2.20381857728)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S001313,10,Sant Martí,73,la Verneda i la Pau,266405,Prim,0184 0186,Divendres,Dv,Laboral,2015,2,Febrer,20,12,Matí,No és causa del  vianant,0,2,0,2,"4586089,06","433743,37",20150220,20/02/2015,"433743,37/4586089,06",41.4236297901,2.20708746466,"41.4236297901, 2.20708746466","(41.4236297901, 2.20708746466)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S006070,10,Sant Martí,73,la Verneda i la Pau,266405,Prim,0192 0194,Divendres,Dv,Laboral,2015,8,Agost,7,19,Tarda,No és causa del  vianant,0,0,1,3,"4586135,96","433697,47",20150807,07/08/2015,"433697,47/4586135,96",41.424048418,2.20653307388,"41.424048418, 2.20653307388","(41.424048418, 2.20653307388)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S000940,10,Sant Martí,73,la Verneda i la Pau,69700,Ca n'Oliva,0079 0079,Divendres,Dv,Laboral,2015,2,Febrer,6,16,Tarda,No és causa del  vianant,0,1,0,2,"4586402,57","433562,27",20150206,06/02/2015,"433562,27/4586402,57",41.4264385255,2.20488593968,"41.4264385255, 2.20488593968","(41.4264385255, 2.20488593968)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S005544,10,Sant Martí,70,el Besòs i el Maresme,94300,Cristóbal de Moura,0219 0223,Dissabte,Ds,Laboral,2015,7,Juliol,18,0,Nit,No és causa del  vianant,0,1,0,2,"4585412,40","434277,70",20150718,18/07/2015,"434277,70/4585412,40",41.4175791868,2.21355490187,"41.4175791868, 2.21355490187","(41.4175791868, 2.21355490187)",False,Festiu,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S006526,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim,0036 0036,Diumenge,Dg,Laboral,2015,8,Agost,30,20,Tarda,No és causa del  vianant,0,1,0,2,"4585237,45","434574,21",20150830,30/08/2015,"434574,21/4585237,45",41.4160276539,2.21712159921,"41.4160276539, 2.21712159921","(41.4160276539, 2.21712159921)",False,Festiu,,2000.0,[],Altres,No hi ha causa mediata
2015S000804,10,Sant Martí,71,Provençals del Poblenou,94300,Cristóbal de Moura,0048 0048,Dilluns,Dl,Laboral,2015,2,Febrer,2,8,Matí,No és causa del  vianant,0,1,0,1,"4584695,08","433597,85",20150202,02/02/2015,"433597,85/4584695,08",41.4110625935,2.20549917128,"41.4110625935, 2.20549917128","(41.4110625935, 2.20549917128)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S006399,10,Sant Martí,71,Provençals del Poblenou,144601,Diagonal,0084 0086,Dimarts,Dm,Laboral,2015,8,Agost,25,0,Nit,No és causa del  vianant,0,0,0,2,"4584632,25","433842,94",20150825,25/08/2015,"433842,94/4584632,25",41.4105169116,2.20843827058,"41.4105169116, 2.20843827058","(41.4105169116, 2.20843827058)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S003442,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,0283 0291,Dimecres,Dc,Laboral,2015,5,Maig,6,17,Tarda,No és causa del  vianant,0,2,0,1,"4585406,65","433685,34",20150506,06/05/2015,"433685,34/4585406,65",41.417478731,2.20646789272,"41.417478731, 2.20646789272","(41.417478731, 2.20646789272)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
