NumeroDexpedient,CodiDistricte,NomDistricte,CodiBarri,NomBarri,CodiCarrer,NomCarrer,NumPostalCaption,DescripcioDiaSetmana,DiaSetmana,DescripcioTipusDia,NkAny,MesDeAny,NomMes,DiaDeMes,HoraDeDia,DescripcioTorn,DescripcioCausaVianant,NumeroDeMorts,NumeroDeLesionatsLleus,NumeroDeLesionatsGreus,NumeroDeVehiclesImplicats,CoordenadaUtmy,CoordenadaUtmx,DataNumeric,Data,CoordUTM,Lat,Lon,LatLonStr,LatLon,Pluja,DescripciTipusDia,MonumentProper,DistMonumentProper,creuaments,DescripciTipusAccident,DescripcioCausaMediata
2015S005869,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0011 0015,Dijous,Dj,Laboral,2015,7,Juliol,30,13,Matí,No és causa del  vianant,0,1,0,2,"4581337,08","428728,73",20150730,30/07/2015,"428728,73/4581337,08",41.3804013508,2.1476414151,"41.3804013508, 2.1476414151","(41.3804013508, 2.1476414151)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S004381,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0184 0184,Diumenge,Dg,Laboral,2015,6,Juny,7,11,Matí,No és causa del  vianant,1,0,0,3,"4581919,32","428815,41",20150607,07/06/2015,"428815,41/4581919,32",41.3856530511,2.14860954145,"41.3856530511, 2.14860954145","(41.3856530511, 2.14860954145)",False,Festiu,,2000.0,[],Atropellament,No hi ha causa mediata
2015S009426,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0435 0435,Divendres,Dv,Laboral,2015,12,Desembre,11,17,Tarda,No és causa del  vianant,0,1,0,2,"4581317,84","429286,51",20151211,11/12/2015,"429286,51/4581317,84",41.3802772772,2.15431365136,"41.3802772772, 2.15431365136","(41.3802772772, 2.15431365136)",False,Laboral,,2000.0,"[(41.38053, 2.15392)]",Abast,No hi ha causa mediata
2015S005363,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0083 0083,Dissabte,Ds,Laboral,2015,7,Juliol,11,17,Tarda,No és causa del  vianant,0,1,0,2,"4581379,73","429312,63",20150711,11/07/2015,"429312,63/4581379,73",41.3808369945,2.15461877751,"41.3808369945, 2.15461877751","(41.3808369945, 2.15461877751)",False,Festiu,,2000.0,[],Col.lisi¾ frontal,No hi ha causa mediata
2015S009425,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0020X0020X,Divendres,Dv,Laboral,2015,12,Desembre,11,18,Tarda,No és causa del  vianant,0,1,0,2,"4581612,78","428613,49",20151211,11/12/2015,"428613,49/4581612,78",41.3828742648,2.14623088672,"41.3828742648, 2.14623088672","(41.3828742648, 2.14623088672)",False,Laboral,,2000.0,"[(41.38309, 2.14604)]",Abast,No hi ha causa mediata
2015S008003,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,0007X0007X,Divendres,Dv,Laboral,2015,10,Octubre,23,19,Tarda,No és causa del  vianant,0,1,0,1,"4581487,38","428697,25",20151023,23/10/2015,"428697,25/4581487,38",41.3817522599,2.14724728982,"41.3817522599, 2.14724728982","(41.3817522599, 2.14724728982)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2015S008675,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,0009 0009,Dimarts,Dm,Laboral,2015,11,Novembre,17,15,Tarda,No és causa del  vianant,0,2,0,2,"4581505,34","428715,61",20151117,17/11/2015,"428715,61/4581505,34",41.3819156461,2.14746473211,"41.3819156461, 2.14746473211","(41.3819156461, 2.14746473211)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S006245,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,0009 0009,Diumenge,Dg,Laboral,2015,8,Agost,16,19,Tarda,No és causa del  vianant,0,1,0,2,"4581505,34","428715,61",20150816,16/08/2015,"428715,61/4581505,34",41.3819156461,2.14746473211,"41.3819156461, 2.14746473211","(41.3819156461, 2.14746473211)",False,Festiu,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S006175,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0052 0052,Dimecres,Dc,Laboral,2015,8,Agost,12,20,Tarda,No és causa del  vianant,0,1,0,1,"4581666,60","429101,39",20150812,12/08/2015,"429101,39/4581666,60",41.3834021463,2.15205916625,"41.3834021463, 2.15205916625","(41.3834021463, 2.15205916625)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S001176,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0058I0058I,Dilluns,Dl,Laboral,2015,2,Febrer,16,11,Matí,No és causa del  vianant,0,1,0,2,"4581681,35","429140,30",20150216,16/02/2015,"429140,30/4581681,35",41.3835384224,2.15252275252,"41.3835384224, 2.15252275252","(41.3835384224, 2.15252275252)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S000399,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calàbria,0143 0145,Dissabte,Ds,Laboral,2015,1,Gener,17,13,Matí,No és causa del  vianant,0,1,0,2,"4581679,05","429206,87",20150117,17/01/2015,"429206,87/4581679,05",41.3835235676,2.15331911061,"41.3835235676, 2.15331911061","(41.3835235676, 2.15331911061)",False,Festiu,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S003231,2,Eixample,10,Sant Antoni,198804,Paral·lel,0174 0174,Dimarts,Dm,Laboral,2015,4,Abril,28,21,Tarda,No és causa del  vianant,0,0,0,3,"4580956,44","429457,99",20150428,28/04/2015,"429457,99/4580956,44",41.3770373204,2.15640628934,"41.3770373204, 2.15640628934","(41.3770373204, 2.15640628934)",False,Laboral,,2000.0,[],Xoc contra element estÓtic,No hi ha causa mediata
2015S003580,2,Eixample,10,Sant Antoni,213908,Mistral,0063 0063,Dilluns,Dl,Laboral,2015,5,Maig,11,1,Nit,No és causa del  vianant,0,1,0,2,"4581035,50","429403,97",20150511,11/05/2015,"429403,97/4581035,50",41.3777446501,2.15575113678,"41.3777446501, 2.15575113678","(41.3777446501, 2.15575113678)",False,Laboral,,2000.0,"[(41.37779, 2.15528)]",Abast,No hi ha causa mediata
2015S000469,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0045 0045,Dimarts,Dm,Laboral,2015,1,Gener,20,10,Matí,No és causa del  vianant,0,1,0,2,"4581497,47","428898,18",20150120,20/01/2015,"428898,18/4581497,47",41.3818609188,2.1496488953,"41.3818609188, 2.1496488953","(41.3818609188, 2.1496488953)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S004052,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0002 0002,Dimarts,Dm,Laboral,2015,5,Maig,26,7,Matí,No és causa del  vianant,0,0,0,2,"4582142,88","428441,19",20150526,26/05/2015,"428441,19/4582142,88",41.3876333713,2.14410782145,"41.3876333713, 2.14410782145","(41.3876333713, 2.14410782145)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S002385,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0004 0004,Dissabte,Ds,Laboral,2015,3,Març,28,19,Tarda,No és causa del  vianant,0,1,0,2,"4582142,88","428441,19",20150328,28/03/2015,"428441,19/4582142,88",41.3876333713,2.14410782145,"41.3876333713, 2.14410782145","(41.3876333713, 2.14410782145)",False,Festiu,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S002304,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0006 0006,Dijous,Dj,Laboral,2015,3,Març,26,8,Matí,No és causa del  vianant,0,1,0,2,"4582142,88","428441,19",20150326,26/03/2015,"428441,19/4582142,88",41.3876333713,2.14410782145,"41.3876333713, 2.14410782145","(41.3876333713, 2.14410782145)",True,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S001356,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0006 0006,Dissabte,Ds,Laboral,2015,2,Febrer,21,14,Tarda,No és causa del  vianant,0,1,0,2,"4582142,88","428441,19",20150221,21/02/2015,"428441,19/4582142,88",41.3876333713,2.14410782145,"41.3876333713, 2.14410782145","(41.3876333713, 2.14410782145)",False,Festiu,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S000059,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0006 0006,Dilluns,Dl,Laboral,2015,1,Gener,5,11,Matí,No és causa del  vianant,0,1,0,2,"4582142,88","428441,19",20150105,05/01/2015,"428441,19/4582142,88",41.3876333713,2.14410782145,"41.3876333713, 2.14410782145","(41.3876333713, 2.14410782145)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S009497,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0077 0077,Dilluns,Dl,Laboral,2015,12,Desembre,14,13,Matí,No és causa del  vianant,0,1,0,2,"4581646,69","429041,43",20151214,14/12/2015,"429041,43/4581646,69",41.3832175377,2.15134445716,"41.3832175377, 2.15134445716","(41.3832175377, 2.15134445716)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S003501,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0077 0077,Divendres,Dv,Laboral,2015,5,Maig,8,11,Matí,No és causa del  vianant,0,2,0,3,"4581646,69","429041,43",20150508,08/05/2015,"429041,43/4581646,69",41.3832175377,2.15134445716,"41.3832175377, 2.15134445716","(41.3832175377, 2.15134445716)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S001638,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença,0110 0110,Dimarts,Dm,Laboral,2015,3,Març,3,9,Matí,No és causa del  vianant,0,1,0,2,"4581579,37","428961,02",20150303,03/03/2015,"428961,02/4581579,37",41.3826041141,2.15039075745,"41.3826041141, 2.15039075745","(41.3826041141, 2.15039075745)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S005593,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort,0247 0247,Dilluns,Dl,Laboral,2015,7,Juliol,20,9,Matí,No és causa del  vianant,0,1,0,2,"4582146,30","428563,11",20150720,20/07/2015,"428563,11/4582146,30",41.3876750107,2.14556550898,"41.3876750107, 2.14556550898","(41.3876750107, 2.14556550898)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S002340,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,0072 0072,Divendres,Dv,Laboral,2015,3,Març,27,12,Matí,No és causa del  vianant,0,1,0,2,"4581686,02","428931,00",20150327,27/03/2015,"428931,00/4581686,02",41.3835620215,2.15001925443,"41.3835620215, 2.15001925443","(41.3835620215, 2.15001925443)",False,Laboral,,2000.0,[],Caiguda interior vehicle,No hi ha causa mediata
2015S009995,2,Eixample,9,la Nova Esquerra de l'Eixample,362001,Vilamarí,0102 0102,Dijous,Dj,Laboral,2015,12,Desembre,31,10,Matí,No és causa del  vianant,0,1,0,2,"4581494,12","428857,44",20151231,31/12/2015,"428857,44/4581494,12",41.3818271452,2.14916210495,"41.3818271452, 2.14916210495","(41.3818271452, 2.14916210495)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S007613,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,0052 0054,Dissabte,Ds,Laboral,2015,10,Octubre,10,13,Matí,No és causa del  vianant,0,4,0,2,"4581746,70","428850,78",20151010,10/10/2015,"428850,78/4581746,70",41.3841014541,2.14905280428,"41.3841014541, 2.14905280428","(41.3841014541, 2.14905280428)",False,Festiu,,2000.0,"[(41.38396, 2.14942)]",Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S002379,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca,0105 0105,Dissabte,Ds,Laboral,2015,3,Març,28,18,Tarda,No és causa del  vianant,0,0,0,4,"4582176,32","429209,28",20150328,28/03/2015,"429209,28/4582176,32",41.3880025156,2.15328982741,"41.3880025156, 2.15328982741","(41.3880025156, 2.15328982741)",False,Festiu,,2000.0,"[(41.38819, 2.15279)]",Col.lisi¾ lateral,Alcoholèmia
2015S003182,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença,0155 0155,Dilluns,Dl,Laboral,2015,4,Abril,27,15,Tarda,No és causa del  vianant,0,1,0,3,"4581880,10","428635,96",20150427,27/04/2015,"428635,96/4581880,10",41.3852839118,2.14646810974,"41.3852839118, 2.14646810974","(41.3852839118, 2.14646810974)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S007238,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença,0155 0155,Diumenge,Dg,Laboral,2015,9,Setembre,27,9,Matí,No és causa del  vianant,0,1,0,2,"4581880,10","428635,96",20150927,27/09/2015,"428635,96/4581880,10",41.3852839118,2.14646810974,"41.3852839118, 2.14646810974","(41.3852839118, 2.14646810974)",False,Festiu,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S006491,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0075B0075B,Divendres,Dv,Laboral,2015,8,Agost,28,16,Tarda,No és causa del  vianant,0,2,0,2,"4581829,70","429606,49",20150828,28/08/2015,"429606,49/4581829,70",41.3849154865,2.15808053937,"41.3849154865, 2.15808053937","(41.3849154865, 2.15808053937)",False,Laboral,,2000.0,[],Col.lisi¾ frontal,No hi ha causa mediata
2015S003563,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0081 0081,Diumenge,Dg,Laboral,2015,5,Maig,10,1,Nit,No és causa del  vianant,0,0,0,2,"4581855,43","429588,09",20150510,10/05/2015,"429588,09/4581855,43",41.3851456176,2.1578575045,"41.3851456176, 2.1578575045","(41.3851456176, 2.1578575045)",False,Festiu,,2000.0,[],Col.lisi¾ fronto-lateral,Alcoholèmia
2015S009296,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0127 0127,Dilluns,Dl,Laboral,2015,12,Desembre,7,16,Tarda,No és causa del  vianant,0,1,0,2,"4582138,16","429311,55",20151207,07/12/2015,"429311,55/4582138,16",41.3876678158,2.15451737851,"41.3876678158, 2.15451737851","(41.3876678158, 2.15451737851)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S000999,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0138 0138,Dilluns,Dl,Laboral,2015,2,Febrer,9,13,Matí,No és causa del  vianant,0,1,0,2,"4582624,16","429436,25",20150209,09/02/2015,"429436,25/4582624,16",41.3920559953,2.15595210486,"41.3920559953, 2.15595210486","(41.3920559953, 2.15595210486)",False,Laboral,,2000.0,"[(41.3924499, 2.1562)]",Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S007714,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner,0092 0092,Dimecres,Dc,Laboral,2015,10,Octubre,14,14,Tarda,No és causa del  vianant,0,1,0,2,"4582426,01","429629,80",20151014,14/10/2015,"429629,80/4582426,01",41.3902882854,2.15829003394,"41.3902882854, 2.15829003394","(41.3902882854, 2.15829003394)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S007980,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó,0168 0168,Divendres,Dv,Laboral,2015,10,Octubre,23,16,Tarda,No és causa del  vianant,0,1,0,1,"4582172,34","429617,68",20151023,23/10/2015,"429617,68/4582172,34",41.388002507,2.15817455372,"41.388002507, 2.15817455372","(41.388002507, 2.15817455372)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S001612,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18607,Aragó,0000 0000,Dilluns,Dl,Laboral,2015,3,Març,2,16,Tarda,No és causa del  vianant,0,1,0,2,"4582098,94","429654,61",20150302,02/03/2015,"429654,61/4582098,94",41.3873446488,2.15862474193,"41.3873446488, 2.15862474193","(41.3873446488, 2.15862474193)",False,Laboral,,2000.0,"[(41.38735, 2.15847)]",Abast,No hi ha causa mediata
2015S008238,2,Eixample,8,l'Antiga Esquerra de l'Eixample,-1,Desconegut,Desconegut,Dilluns,Dl,Laboral,2015,11,Novembre,2,11,Matí,No és causa del  vianant,0,1,0,2,-1,-1,20151102,02/11/2015,-1/-1,-1.0,-1.0,"-1.0, -1.0","(-1.0, -1.0)",True,Laboral,,2000.0,,Caiguda (dues rodes),No hi ha causa mediata
