entityid,codiincident,descripcioincident,codidistricte,nomdistricte,nkany,mesdeany,nommes,numerodincidentsgub
1d7ecb95-6662-4f6c-8ff3-cc0bcf7814c7,300,ASSISTÈNCIA A PERSONES EN EDIFICI,3,Sants-Montjuïc,2015,10,Octubre,40
1d854151-6c46-429c-8491-fe3fdef5dbe6,470,ALTRES INTERVENCIONS DE P  ADMINISTRATIVA,10,Sant Martí,2015,1,Gener,74
1d864dd4-d6e1-4520-8d58-9e026b5fec72,530,DELICTES CONTRA L ORDRE PÚBLIC,6,Gràcia,2015,8,Agost,1
1d9318f7-1b51-4e46-9bf7-c3b3bf8184e3,211,ACCIDENTS DE TRÀNSIT AMB FERITS,6,Gràcia,2015,11,Novembre,55
1d995cfe-34da-4907-b71f-000b94d2398d,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,8,Nou Barris,2015,11,Novembre,24
1da0cf5d-2b7a-4699-8f37-84d6a4378d4e,630,CONTRA LA LLIBERTAT SEXUAL,5,Sarrià-Sant Gervasi,2015,12,Desembre,2
1da35da2-d029-4bc6-80d1-f734f8a0422d,250,CONDUCCIONS I ACOMPANYAMENTS,8,Nou Barris,2015,11,Novembre,2
1daa9948-2d14-4aa9-984b-2c3a895a4ac3,650,VIGILÀNCIA POLICIAL,-1,Desconegut,2015,7,Juliol,38
1dba865e-2259-45eb-b698-52c8e812d453,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,8,Nou Barris,2015,4,Abril,6
1dbc4e8b-3e4b-49b3-af45-cc7b86e09f69,0,INCENDIS,7,Horta-Guinardó,2015,2,Febrer,44
1dc46201-649e-4238-9e2a-3f3c2528a8f2,50,ATEMPTATS,5,Sarrià-Sant Gervasi,2015,10,Octubre,2
1dc5bdd1-e56c-42dd-871b-55988f9ad1ea,61,AVARIES DE SERVEIS PÚBLICS,5,Sarrià-Sant Gervasi,2015,5,Maig,16
1dc8edc5-1f9a-4d1c-91f6-e6860af74f87,630,CONTRA LA LLIBERTAT SEXUAL,8,Nou Barris,2015,9,Setembre,1
1dca3d92-9b27-4a87-9692-270b563180a2,480,ALARMES D INCENDI / ROBATORI,9,Sant Andreu,2015,5,Maig,14
1dd4bb27-ab97-4bab-b363-a8d2ef972e3f,70,SINISTRES EN EDIFICIS,6,Gràcia,2015,10,Octubre,5
1dd99bb4-9a10-44d8-888e-65ebc8c784f3,680,ALTRES ACTUACIONS DE S  C ,8,Nou Barris,2015,4,Abril,73
1e01b5cf-356b-4c2c-a666-7b06bdae9171,520,OCUPACIONS IL·LÍCITES,4,Les Corts,2015,7,Juliol,1
1e0caf80-44c0-4e47-861d-2f7bd91f0714,430,ESPECTACLES EN ESPAIS PÚBLICS,4,Les Corts,2015,12,Desembre,2
1e10d3c0-b623-4c60-8f6f-38282a04e7ad,500,MANIFESTACIONS / CONCENTRACIONS,10,Sant Martí,2015,6,Juny,15
1e17dff6-4608-46de-951f-5300fea50ae3,220,INFRACCIONS EN GUALS I RESERVES,3,Sants-Montjuïc,2015,10,Octubre,225
1e1cc707-de01-4d58-ac19-f7c4f87495b3,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,10,Sant Martí,2015,9,Setembre,21
1e22f86e-3178-4f4b-b057-633e79169451,300,ASSISTÈNCIA A PERSONES EN EDIFICI,4,Les Corts,2015,3,Març,16
1e257736-93ba-48ba-ae2f-4aa21e91e79a,830,ALTRES ACTUACIONS EN MEDI AMBIENT,7,Horta-Guinardó,2015,1,Gener,1
1e2f41b6-e6bc-4a4d-9092-bcdaa576fcdb,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,3,Sants-Montjuïc,2015,6,Juny,28
1e355155-a889-4d80-9d88-fdfc61670da6,102,REFORMA,1,Ciutat Vella,2015,1,Gener,1
1e3bce7e-1110-4104-afb3-8069ae16ee8e,440,ANIMALS DE COMPANYIA,-1,Desconegut,2015,8,Agost,3
1e4a28ed-5380-403c-a665-fa2b4daf35c7,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,6,Gràcia,2015,11,Novembre,149
1e4a92db-2b4c-4ef2-abb2-e118f8ca333c,440,ANIMALS DE COMPANYIA,6,Gràcia,2015,11,Novembre,13
1e4d5b2b-ab26-4005-996f-71e6051754c7,441,ANIMALS / INSECTES PERILLOSOS,8,Nou Barris,2015,11,Novembre,11
1e548250-a9f7-4975-8527-2983d0b3fa51,800,FOGUERES / BARBACOES,7,Horta-Guinardó,2015,8,Agost,3
1e5a1926-94a8-43f7-8d96-c0ddf8be320a,430,ESPECTACLES EN ESPAIS PÚBLICS,10,Sant Martí,2015,2,Febrer,4
1e6612aa-b032-4525-8c87-cff951466364,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,7,Horta-Guinardó,2015,6,Juny,8
1e68f697-58d0-40c7-9233-f20f90744a45,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,7,Horta-Guinardó,2015,10,Octubre,12
1e7b0822-60c0-4a66-8ddb-13aeb88f03ed,0,INCENDIS,4,Les Corts,2015,1,Gener,14
1e82ade5-4828-4a05-9dec-9ee65d070173,204,SENYALS NO AUTOMATITZADES,6,Gràcia,2015,7,Juliol,5
1e869d22-1b22-47fe-b764-159aa0880f31,241,SUPORTS,4,Les Corts,2015,11,Novembre,9
1e8bcbc9-70e9-4e11-a8d9-50d65da7eefd,210,ACCIDENTS DE TRÀNSIT SENSE FERITS,5,Sarrià-Sant Gervasi,2015,3,Març,88
1e8bd31f-919c-460d-8f10-6b96acad2543,650,VIGILÀNCIA POLICIAL,5,Sarrià-Sant Gervasi,2015,1,Gener,327
1e8e97f1-86f4-4fed-b476-0d06425600a4,610,ACTES CONTRA LA PROPIETAT PRIVADA,7,Horta-Guinardó,2015,11,Novembre,65
1e90d524-fc55-4b1e-8f65-afe1b7970be2,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,4,Les Corts,2015,10,Octubre,32
1e963ff6-c01a-4fad-9f5e-6007fd442d54,30,MATÈRIES PERILLOSES,5,Sarrià-Sant Gervasi,2015,7,Juliol,6
1e97a0c7-f667-415b-acc5-89b24875aaf0,220,INFRACCIONS EN GUALS I RESERVES,-1,Desconegut,2015,6,Juny,1
1e98183c-94be-4001-be0f-6b38c17eaa03,221,INFRACCIONS PER ESTACIONAMENTS,8,Nou Barris,2015,6,Juny,91
1e99edfc-e65b-4159-807b-0c8064084493,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,-1,Desconegut,2015,10,Octubre,13
1eae15f9-fe17-48fc-9019-9f8729297a39,61,AVARIES DE SERVEIS PÚBLICS,2,Eixample,2015,8,Agost,22
1ec33425-50d2-4f10-b50c-5397b8ee13d7,530,DELICTES CONTRA L ORDRE PÚBLIC,10,Sant Martí,2015,10,Octubre,2
1ec72cb2-0635-4738-bb72-c68a455b94c0,211,ACCIDENTS DE TRÀNSIT AMB FERITS,5,Sarrià-Sant Gervasi,2015,5,Maig,123
1ecd5a19-a81e-4407-8463-ff163d0d5177,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,8,Nou Barris,2015,7,Juliol,74
1ee019df-b675-4357-8fda-a82c664d605a,442,ALTRES INCIDÈNCIES AMB ANIMALS,4,Les Corts,2015,4,Abril,5
1ee47456-845f-42cb-a8cc-80dc01671de1,420,INCIDÈNCIES DE LOCALS,7,Horta-Guinardó,2015,9,Setembre,49
1eead5d0-8c0d-4207-8375-6626607f80eb,101,ÀMBIT EDUCATIU,3,Sants-Montjuïc,2015,8,Agost,1
1efa65c6-ee57-4606-823a-65953d363e82,441,ANIMALS / INSECTES PERILLOSOS,5,Sarrià-Sant Gervasi,2015,10,Octubre,1
1f01d0c6-4184-4817-bd8d-bbfc69598fae,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,1,Ciutat Vella,2015,2,Febrer,22
1f0598e8-2212-4b63-a397-a29b76278327,0,INCENDIS,4,Les Corts,2015,7,Juliol,12
1f0bb736-9331-4e45-a78d-2d929e685435,511,VANDALISME,6,Gràcia,2015,9,Setembre,8
1f11ccac-8957-4b99-bfed-988a7104295b,411,VENDA AMBULANT,5,Sarrià-Sant Gervasi,2015,6,Juny,4
1f1f499b-3304-4abd-a5e2-0cf335e0d95f,430,ESPECTACLES EN ESPAIS PÚBLICS,2,Eixample,2015,7,Juliol,10
1f20e529-9925-4899-8635-228ea64112fb,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,4,Les Corts,2015,11,Novembre,1
1f329f7a-8a3e-43a0-abce-2863a651be0c,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,10,Sant Martí,2015,7,Juliol,13
1f36ecd6-4f0a-44f6-94e4-1e0df622611d,0,INCENDIS,2,Eixample,2015,3,Març,81
1f3e6a51-26fe-48cb-a66e-a17ba7364a26,221,INFRACCIONS PER ESTACIONAMENTS,1,Ciutat Vella,2015,3,Març,148
1f448436-abc3-4a4c-bfcd-8e8692eaca9c,660,VIOLÈNCIA DOMÈSTICA,5,Sarrià-Sant Gervasi,2015,11,Novembre,13
1f51ae68-3867-4fdd-bdf9-8ca6295565bc,500,MANIFESTACIONS / CONCENTRACIONS,10,Sant Martí,2015,3,Març,12
1f555cda-d2f5-497a-9825-b1243cb5533d,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,1,Ciutat Vella,2015,12,Desembre,449
1f6afa9e-f920-44d8-bdf6-29daa2f0cd26,203,SENYALS AUTOMATITZADES,6,Gràcia,2015,6,Juny,27
1f7f0e5c-fcc1-4efc-82f5-a18fdcb36485,513,CONFLICTES EN LOCALS,3,Sants-Montjuïc,2015,4,Abril,17
1f8218e8-2aa5-42f2-b344-feb2ba931435,513,CONFLICTES EN LOCALS,2,Eixample,2015,2,Febrer,39
1f89fb42-9488-4920-a9f0-8511ced0259c,302,ASSISTÈNCIA A CONDUCTORS EN V  P ,4,Les Corts,2015,3,Març,4
1f9d0f83-8dc1-44b9-b0e7-2fd92bde9a5c,40,TRANSPORT PÚBLIC,5,Sarrià-Sant Gervasi,2015,9,Setembre,2
1fa3cae7-aa43-435a-a428-a85af3d11de0,470,ALTRES INTERVENCIONS DE P  ADMINISTRATIVA,5,Sarrià-Sant Gervasi,2015,10,Octubre,55
1fa6fa39-f608-4b28-b99b-3f319e134cc5,620,ESTUPEFAENTS / PSICOTROPICS,9,Sant Andreu,2015,12,Desembre,12
1fabbe4b-58ec-4586-8a78-d5477b2059a5,203,SENYALS AUTOMATITZADES,4,Les Corts,2015,7,Juliol,43
1fad35ac-ed1c-4283-9daa-01f5f9858a0f,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,7,Horta-Guinardó,2015,1,Gener,15
1fb3fa25-ccaf-493c-b0dd-751b9dfbe47f,422,INSPECCIONS / CONTROLS EN LOCALS,9,Sant Andreu,2015,8,Agost,6
1fc73d48-424a-4f9c-85fa-46e6601626fa,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,-1,Desconegut,2015,2,Febrer,2
1fd45e60-6cbd-4d61-94dc-ed16d7803b7d,50,ATEMPTATS,10,Sant Martí,2015,3,Març,2
1fdae3e2-d262-4b42-890a-e844ccf12b50,441,ANIMALS / INSECTES PERILLOSOS,9,Sant Andreu,2015,10,Octubre,5
1fe1bcaa-dc09-4dee-9a65-854348d0d8d5,441,ANIMALS / INSECTES PERILLOSOS,10,Sant Martí,2015,7,Juliol,22
1fe7806e-3dc5-4d37-b505-1bfba4d8d184,222,INFRACCIONS EN MOVIMENT,8,Nou Barris,2015,3,Març,93
1feb3132-b070-4f48-bb02-cac7e72e8b70,610,ACTES CONTRA LA PROPIETAT PRIVADA,4,Les Corts,2015,2,Febrer,25
1ff019fb-757a-4c4e-b967-53319707e66f,400,CONVIVÈNCIA VEINAL,5,Sarrià-Sant Gervasi,2015,5,Maig,248
1ff1b2f4-70c3-4780-b9e6-900faefd4074,442,ALTRES INCIDÈNCIES AMB ANIMALS,2,Eixample,2015,11,Novembre,1
20064fd3-adc6-4c24-9775-2074536ad24d,21B,ACCIDENT REBUT PEL 080 (Recodificar),4,Les Corts,2015,12,Desembre,2
20277dff-188b-4b02-a4f8-99d84a89e03e,305,COL·LABORACIÓ AMB ALTRES SERVEIS,3,Sants-Montjuïc,2015,8,Agost,66
2028ad79-fe24-45da-96d9-6e871df9b333,650,VIGILÀNCIA POLICIAL,9,Sant Andreu,2015,3,Març,489
202bbef1-a7e5-400b-97cc-af82074860dd,305,COL·LABORACIÓ AMB ALTRES SERVEIS,8,Nou Barris,2015,5,Maig,22
2038a808-7f2b-47e9-ae97-6a458525ca91,411,VENDA AMBULANT,3,Sants-Montjuïc,2015,4,Abril,15
2038e429-e814-43ea-bf52-9b7f9ab16a44,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,7,Horta-Guinardó,2015,11,Novembre,20
2046fe98-b092-44d9-9550-5805f20154f2,204,SENYALS NO AUTOMATITZADES,7,Horta-Guinardó,2015,1,Gener,4
20573d8e-6d3b-44a4-9cba-5004f4cfe98c,222,INFRACCIONS EN MOVIMENT,4,Les Corts,2015,4,Abril,40
20576550-e3aa-43eb-ba06-89abb0f377e7,70,SINISTRES EN EDIFICIS,10,Sant Martí,2015,12,Desembre,3
20687b82-53e5-49c1-b9fa-da4d71257d18,630,CONTRA LA LLIBERTAT SEXUAL,10,Sant Martí,2015,3,Març,2
206aec20-0699-42fa-98bd-fa8e3e8b4929,221,INFRACCIONS PER ESTACIONAMENTS,7,Horta-Guinardó,2015,6,Juny,135
206ea19f-2f02-44bb-a2e8-2232d5e8de3b,411,VENDA AMBULANT,3,Sants-Montjuïc,2015,12,Desembre,13
20706f20-31af-4350-a152-7d22ba4aa13b,305,COL·LABORACIÓ AMB ALTRES SERVEIS,10,Sant Martí,2015,1,Gener,54
2097cc27-630c-4c7b-9805-956abec66d95,411,VENDA AMBULANT,-1,Desconegut,2015,11,Novembre,21
209cf4da-d79a-46e0-b1ad-b827fbe1b77f,442,ALTRES INCIDÈNCIES AMB ANIMALS,4,Les Corts,2015,6,Juny,5
20a79093-c525-4a13-ad98-4698a4b4b182,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,1,Ciutat Vella,2015,7,Juliol,744
20a98568-b99e-472d-ac3b-3634655a058b,631,CONTRA ELS DRETS DELS TREBALLADORS,2,Eixample,2015,8,Agost,1
20b8187c-736c-4d0c-b01e-31ed8d87ed02,0,INCENDIS,4,Les Corts,2015,9,Setembre,16
20ba882d-7bf3-4be5-8052-a72fe31bee03,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,5,Sarrià-Sant Gervasi,2015,12,Desembre,3
20be0a6d-d8bd-4125-b814-5edcb38e48ca,50,ATEMPTATS,7,Horta-Guinardó,2015,3,Març,1
20c279e7-db90-4743-8365-f498e776d9c7,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,4,Les Corts,2015,4,Abril,6
20ce3ebd-c3a0-4edc-a0ae-18a7895efe53,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,8,Nou Barris,2015,5,Maig,25
20ce4490-c79f-465b-a5fb-ed9b4b1baf89,300,ASSISTÈNCIA A PERSONES EN EDIFICI,1,Ciutat Vella,2015,10,Octubre,32
20d401e8-60a0-4773-bd78-4107dd55c4f1,700,ACTIVITAT AMB PRESOS,-1,Desconegut,2015,4,Abril,1
20d4b777-dbcd-48dd-a9f4-3bfa2f041ee7,810,ABOCAMENT DE RESIDUS,8,Nou Barris,2015,10,Octubre,11
20df8954-0ef4-4144-9eb7-001d19ea8915,100,ÀMBIT DE PROTECCIÓ DEL MENOR,7,Horta-Guinardó,2015,8,Agost,9
20e5dc3c-0896-4a07-a60e-90ee4c2345e4,0,INCENDIS,2,Eixample,2015,7,Juliol,89
20f436a3-6790-4d43-9d0d-154dbaf2c298,242,IMMOBILITZACIONS /DESIMMOBILITZACIONS,3,Sants-Montjuïc,2015,3,Març,4
20fe67a6-c9e2-46fa-9f23-79617ada67b2,203,SENYALS AUTOMATITZADES,4,Les Corts,2015,4,Abril,22
210bbc8f-671c-40bb-aa4b-38f0be6d90ec,100,ÀMBIT DE PROTECCIÓ DEL MENOR,6,Gràcia,2015,1,Gener,1
21251a39-68b9-46c5-9b6b-c72373888ccb,305,COL·LABORACIÓ AMB ALTRES SERVEIS,7,Horta-Guinardó,2015,6,Juny,22
21261f55-d583-4547-b57d-ed14f3fffb0b,511,VANDALISME,1,Ciutat Vella,2015,6,Juny,18
212d19f2-c2e5-4742-bafb-fb78528d4d0e,480,ALARMES D INCENDI / ROBATORI,9,Sant Andreu,2015,12,Desembre,8
2133d7be-902b-4805-98bb-6fe12c7f6f95,420,INCIDÈNCIES DE LOCALS,10,Sant Martí,2015,12,Desembre,75
21500bd3-b4c6-409f-b4a9-4198dbc22fb8,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,2,Eixample,2015,8,Agost,40
21666c03-e2d1-4d3c-98ab-bea27e8653bc,0,INCENDIS,3,Sants-Montjuïc,2015,10,Octubre,37
2167eb5d-8efd-489d-8687-1b019df90115,203,SENYALS AUTOMATITZADES,2,Eixample,2015,4,Abril,74
2172cdde-789a-4469-86c0-76d5a8667c0b,442,ALTRES INCIDÈNCIES AMB ANIMALS,6,Gràcia,2015,1,Gener,1
2174f7a4-c76a-462a-8fce-978808b24cc8,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,7,Horta-Guinardó,2015,4,Abril,23
217efd27-f362-42cb-8598-5dd12cada6ec,0,INCENDIS,10,Sant Martí,2015,5,Maig,53
21821019-760b-4cdb-a79b-b3db4d8fc0a0,0,INCENDIS,6,Gràcia,2015,8,Agost,14
2190af20-f706-40a0-b87b-ec152231a142,61,AVARIES DE SERVEIS PÚBLICS,2,Eixample,2015,5,Maig,23
219866c0-67a9-40cb-b02a-46404cb8644f,223,INFRACCIONS EN MOVIMENT (VEHICLES),10,Sant Martí,2015,10,Octubre,2
21986a24-653f-4aef-afe7-16aeb7db386b,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,3,Sants-Montjuïc,2015,9,Setembre,7
219df93f-8b84-449d-9de4-1b023e82af2c,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,2,Eixample,2015,7,Juliol,31
21a559ba-fc64-49da-b6fe-6f6b048f3c4d,250,CONDUCCIONS I ACOMPANYAMENTS,7,Horta-Guinardó,2015,5,Maig,2
21b182f0-7275-43ca-9bff-f45df71f1668,470,ALTRES INTERVENCIONS DE P  ADMINISTRATIVA,3,Sants-Montjuïc,2015,12,Desembre,76
21b3c1d6-5fd5-4ce8-9082-7f55738e88b2,21B,ACCIDENT REBUT PEL 080 (Recodificar),3,Sants-Montjuïc,2015,3,Març,2
21b9651a-b27b-4485-bd55-dd08dc162639,50,ATEMPTATS,3,Sants-Montjuïc,2015,12,Desembre,11
21bd3ff5-0037-4c82-9173-b0291c895dcd,610,ACTES CONTRA LA PROPIETAT PRIVADA,2,Eixample,2015,1,Gener,261
21bfd2e4-4c92-436f-9833-c600f0f4321c,250,CONDUCCIONS I ACOMPANYAMENTS,-1,Desconegut,2015,9,Setembre,2
21c0d99a-05fd-4d24-806f-e8d5e6941c0f,420,INCIDÈNCIES DE LOCALS,4,Les Corts,2015,12,Desembre,23
21cf2f4e-d7aa-4d57-b57f-0242e00440e9,220,INFRACCIONS EN GUALS I RESERVES,1,Ciutat Vella,2015,6,Juny,142
21d22405-dfd8-404a-a81a-a434a46cfc95,305,COL·LABORACIÓ AMB ALTRES SERVEIS,4,Les Corts,2015,4,Abril,3
21f2c890-4a9d-48f0-a8f2-086223e0f5e2,400,CONVIVÈNCIA VEINAL,2,Eixample,2015,4,Abril,467
21f4808e-ef6e-4fa3-8c98-db0312271940,50,ATEMPTATS,1,Ciutat Vella,2015,6,Juny,1
21f63351-a32f-4ecf-83bf-daad6b764046,800,FOGUERES / BARBACOES,3,Sants-Montjuïc,2015,4,Abril,3
21f7641c-c101-4c02-bafa-f144dabfe456,250,CONDUCCIONS I ACOMPANYAMENTS,1,Ciutat Vella,2015,7,Juliol,5
22079fec-a465-4d3c-8375-9491cd82a88d,422,INSPECCIONS / CONTROLS EN LOCALS,5,Sarrià-Sant Gervasi,2015,10,Octubre,17
2213023f-b1f8-4513-9efc-f40f3fe4898e,250,CONDUCCIONS I ACOMPANYAMENTS,7,Horta-Guinardó,2015,1,Gener,1
2218d0fd-7b99-4ff9-bd0f-cd77c0b1010e,70,SINISTRES EN EDIFICIS,6,Gràcia,2015,3,Març,6
221949b5-ae39-47fb-ad95-3f1e93669aed,422,INSPECCIONS / CONTROLS EN LOCALS,9,Sant Andreu,2015,12,Desembre,12
221fbcbe-7aba-48b2-aca7-07c9d325208a,650,VIGILÀNCIA POLICIAL,5,Sarrià-Sant Gervasi,2015,6,Juny,276
22215957-22d1-4309-81c1-00ea614632a0,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,5,Sarrià-Sant Gervasi,2015,3,Març,83
22234947-a99d-4bb5-907d-711e05cbd5f1,810,ABOCAMENT DE RESIDUS,5,Sarrià-Sant Gervasi,2015,6,Juny,3
222615b3-670c-465c-9174-55a93009d96d,62,AVARIES DE SERVEIS MUNICIPALS,9,Sant Andreu,2015,11,Novembre,5
22261e19-a67f-444d-8e96-6ff08be6d7ef,102,REFORMA,1,Ciutat Vella,2015,10,Octubre,6
22271f59-8b45-45fe-bdca-2b70a36eb557,203,SENYALS AUTOMATITZADES,1,Ciutat Vella,2015,1,Gener,14
222a4314-1b3b-4137-883f-6488fbf780af,630,CONTRA LA LLIBERTAT SEXUAL,3,Sants-Montjuïc,2015,7,Juliol,4
222c4557-475f-4317-a657-7daf2c380060,480,ALARMES D INCENDI / ROBATORI,1,Ciutat Vella,2015,9,Setembre,14
222e1d99-31d0-4fe6-90fd-851753d6fa38,203,SENYALS AUTOMATITZADES,3,Sants-Montjuïc,2015,1,Gener,30
2232cb4b-bd22-4db7-8512-2e74ff9b488b,220,INFRACCIONS EN GUALS I RESERVES,5,Sarrià-Sant Gervasi,2015,11,Novembre,307
224e68b0-8cd8-45bb-944c-405ceeae7560,500,MANIFESTACIONS / CONCENTRACIONS,1,Ciutat Vella,2015,1,Gener,30
22543886-d751-4786-8a00-a03151c77961,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,3,Sants-Montjuïc,2015,12,Desembre,159
2255379f-2aa1-4472-bf00-4cac96f997fd,422,INSPECCIONS / CONTROLS EN LOCALS,8,Nou Barris,2015,2,Febrer,9
22681831-d0c0-4e16-a676-1a0a5a961c96,480,ALARMES D INCENDI / ROBATORI,8,Nou Barris,2015,12,Desembre,10
226ab66f-0684-4b85-8bfb-0471409cf311,400,CONVIVÈNCIA VEINAL,1,Ciutat Vella,2015,1,Gener,328
226cf9c5-8e9e-4e11-b7d4-52d8c51dd7ce,411,VENDA AMBULANT,6,Gràcia,2015,3,Març,15
2285d502-3edc-419a-bb50-8a9be1445036,30,MATÈRIES PERILLOSES,2,Eixample,2015,8,Agost,2
22889312-b931-4269-b913-1747a5ddf17d,810,ABOCAMENT DE RESIDUS,1,Ciutat Vella,2015,4,Abril,4
2289eef0-6efb-4aeb-946a-f7b5d915b63c,101,ÀMBIT EDUCATIU,2,Eixample,2015,4,Abril,1
228dc811-1631-420a-9795-eee3891ad3fc,204,SENYALS NO AUTOMATITZADES,7,Horta-Guinardó,2015,6,Juny,5
2296421d-2da3-4527-9c7d-8620f43cbad6,210,ACCIDENTS DE TRÀNSIT SENSE FERITS,4,Les Corts,2015,6,Juny,42
229e7622-a26d-4c46-bd73-83f6d47657e4,303,ASSISTÈNCIA A MALALTS MENTALS,3,Sants-Montjuïc,2015,7,Juliol,2
22a5fa23-7ff4-4e3a-9f0b-7ae5df240ec5,240,CONTROLS DE TRÀNSIT,1,Ciutat Vella,2015,3,Març,19
22adb491-d472-41e3-9f7a-fd4045d739f5,305,COL·LABORACIÓ AMB ALTRES SERVEIS,10,Sant Martí,2015,10,Octubre,55
22b2c4a2-a44d-4f9d-8da2-0f777aa5654d,421,INFRACCIONS EN LOCALS,2,Eixample,2015,1,Gener,7
22c4ef51-5cd6-4ed0-acc7-58f7544ebe7a,303,ASSISTÈNCIA A MALALTS MENTALS,2,Eixample,2015,3,Març,3
22c9443f-9c75-4c51-838d-13ae4d779630,460,INCIDÈNCIES D ALIMENTS,8,Nou Barris,2015,5,Maig,1
22c99acb-d64f-43d3-8e2a-0e9ad55c3db3,220,INFRACCIONS EN GUALS I RESERVES,8,Nou Barris,2015,9,Setembre,166
22db84d0-ce0a-4782-9fbb-c10a02f2654c,810,ABOCAMENT DE RESIDUS,4,Les Corts,2015,7,Juliol,3
22e69ef3-96a0-418a-92be-fbc113399a78,430,ESPECTACLES EN ESPAIS PÚBLICS,5,Sarrià-Sant Gervasi,2015,4,Abril,1
22ef54ea-ec73-406e-b66f-be62f227b24c,30,MATÈRIES PERILLOSES,8,Nou Barris,2015,12,Desembre,2
22f156fe-1530-45d4-ba30-944f785edf1d,240,CONTROLS DE TRÀNSIT,6,Gràcia,2015,12,Desembre,41
22f4ae4c-9ec0-41c5-82c1-08f59819a051,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,8,Nou Barris,2015,3,Març,73
230aaa79-d18e-4da2-bc89-3192e71349ff,240,CONTROLS DE TRÀNSIT,10,Sant Martí,2015,9,Setembre,30
230b5133-74b8-439f-85b3-8abf4e521b06,203,SENYALS AUTOMATITZADES,1,Ciutat Vella,2015,5,Maig,23
230be6cf-5e61-4321-bce5-8f18bb2814d1,470,ALTRES INTERVENCIONS DE P  ADMINISTRATIVA,1,Ciutat Vella,2015,7,Juliol,188
2313caa7-55a7-417b-af17-cd81be258ca9,610,ACTES CONTRA LA PROPIETAT PRIVADA,2,Eixample,2015,11,Novembre,219
23193ecd-c9c2-4507-a525-1558c0bbeaa2,21M,ACCIDENT PROCEDENT PASSAREL·LA CME,3,Sants-Montjuïc,2015,6,Juny,2
231d0d4b-10e1-447e-a9d9-e399a9ddf0e9,50,ATEMPTATS,1,Ciutat Vella,2015,10,Octubre,2
231d776e-6aad-4dc5-9bc4-58f70879a379,302,ASSISTÈNCIA A CONDUCTORS EN V  P ,5,Sarrià-Sant Gervasi,2015,10,Octubre,5
2325cf28-cba1-437b-945d-4a940ba80eb4,441,ANIMALS / INSECTES PERILLOSOS,3,Sants-Montjuïc,2015,1,Gener,10
232699eb-930d-4da2-ac81-3aa26c124447,204,SENYALS NO AUTOMATITZADES,3,Sants-Montjuïc,2015,3,Març,4
2329c518-0ec3-4d4c-836d-2894a25103f0,530,DELICTES CONTRA L ORDRE PÚBLIC,9,Sant Andreu,2015,10,Octubre,3
232b9cab-6a9d-407e-a1cc-025bc46c380c,223,INFRACCIONS EN MOVIMENT (VEHICLES),3,Sants-Montjuïc,2015,1,Gener,3
2332de0f-7fc5-4808-90d2-690cf40865db,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,2,Eixample,2015,9,Setembre,28
233ab084-57b0-4578-8d39-aefc6b940e77,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,8,Nou Barris,2015,8,Agost,5
2340c16f-35d5-4c0d-8c69-1edd5b9259bb,223,INFRACCIONS EN MOVIMENT (VEHICLES),3,Sants-Montjuïc,2015,2,Febrer,7
2343486e-fb30-4774-8df6-068406d258bc,421,INFRACCIONS EN LOCALS,3,Sants-Montjuïc,2015,8,Agost,9
2344a54f-9e0e-4ac0-b5e4-493d57008b2e,620,ESTUPEFAENTS / PSICOTROPICS,10,Sant Martí,2015,3,Març,32
235f22cb-558b-4e28-85ff-93b67c44bd45,430,ESPECTACLES EN ESPAIS PÚBLICS,6,Gràcia,2015,11,Novembre,3
